user;month;type;class;category
bta5_2;3;bta;bta5;residential
bta5_2;4;bta;bta5;residential
bta5_2;5;bta;bta5;residential
bta5_2;6;bta;bta5;residential
bta5_2;7;bta;bta5;residential
bta5_2;8;bta;bta5;residential
bta5_2;9;bta;bta5;residential
bta5_2;10;bta;bta5;residential
bta5_2;11;bta;bta5;residential
bta5_2;12;bta;bta5;residential
bta3_10;1;bta;bta3;commercial
bta3_10;2;bta;bta3;commercial
bta3_10;3;bta;bta3;commercial
bta3_10;4;bta;bta3;commercial
bta3_10;5;bta;bta3;commercial
bta3_10;6;bta;bta3;commercial
bta3_10;7;bta;bta3;commercial
bta3_10;8;bta;bta3;commercial
bta3_10;9;bta;bta3;commercial
bta3_10;10;bta;bta3;commercial
bta3_10;11;bta;bta3;commercial
bta3_10;12;bta;bta3;commercial
bta5_c1;1;bta;bta5;cultural_and_sports
bta5_c1;2;bta;bta5;cultural_and_sports
bta5_c1;3;bta;bta5;cultural_and_sports
bta5_c1;4;bta;bta5;cultural_and_sports
bta5_c1;5;bta;bta5;cultural_and_sports
bta5_c1;6;bta;bta5;cultural_and_sports
bta5_c1;7;bta;bta5;cultural_and_sports
bta5_c1;8;bta;bta5;cultural_and_sports
bta5_c1;9;bta;bta5;cultural_and_sports
bta5_c1;10;bta;bta5;cultural_and_sports
bta5_c1;11;bta;bta5;cultural_and_sports
bta5_c1;12;bta;bta5;cultural_and_sports
bta1_c3;1;bta;bta1;municipal
bta1_c3;2;bta;bta1;municipal
bta1_c3;3;bta;bta1;municipal
bta1_c3;4;bta;bta1;municipal
bta1_c3;5;bta;bta1;municipal
bta1_c3;6;bta;bta1;municipal
bta1_c3;7;bta;bta1;municipal
bta1_c3;8;bta;bta1;municipal
bta1_c3;9;bta;bta1;municipal
bta1_c3;10;bta;bta1;municipal
bta1_c3;11;bta;bta1;municipal
bta1_c3;12;bta;bta1;municipal
dom3_7;1;dom;dom3;household
dom3_7;2;dom;dom3;household
dom3_7;3;dom;dom3;household
dom3_7;4;dom;dom3;household
dom3_7;5;dom;dom3;household
dom3_7;6;dom;dom3;household
dom3_7;7;dom;dom3;household
dom3_7;8;dom;dom3;household
dom3_7;9;dom;dom3;household
dom3_7;10;dom;dom3;household
dom3_7;11;dom;dom3;household
dom3_7;12;dom;dom3;household
bta3_1;1;bta;bta3;office
bta3_1;2;bta;bta3;office
bta3_1;3;bta;bta3;office
bta3_1;4;bta;bta3;office
bta3_1;5;bta;bta3;office
bta3_1;6;bta;bta3;office
bta3_1;7;bta;bta3;office
bta3_1;8;bta;bta3;office
bta3_1;9;bta;bta3;office
bta3_1;10;bta;bta3;office
bta3_1;11;bta;bta3;office
bta3_1;12;bta;bta3;office
dom2_10;1;dom;dom1_2;household
dom2_10;2;dom;dom1_2;household
dom2_10;3;dom;dom1_2;household
dom2_10;4;dom;dom1_2;household
dom2_10;5;dom;dom1_2;household
dom2_10;6;dom;dom1_2;household
dom2_10;7;dom;dom1_2;household
dom2_10;8;dom;dom1_2;household
dom2_10;9;dom;dom1_2;household
dom2_10;10;dom;dom1_2;household
dom2_10;11;dom;dom1_2;household
dom2_10;12;dom;dom1_2;household
dom2_7;1;dom;dom1_2;household
dom2_7;2;dom;dom1_2;household
