user;month;x_f1;x_f2;x_f3;
dom4_9;11;63.61399998;45.93000002;63.342;172.886
dom4_9;12;77.40300006;52.76599992;104.759;234.928
bta1_3;1;3.075000001;4.113999995;9.025000004;16.214
bta1_3;2;2.714999994;4.408000002;7.278000004;14.401
bta1_3;3;2.913999995;4.435999996;7.872999994;15.22299999
bta1_3;4;2.498999997;3.126000006;7.478999997;13.104
bta1_3;5;2.632000005;2.936000005;7.605000003;13.17300001
bta1_3;6;2.593999999;2.729000001;6.931;12.254
bta1_3;7;2.997000002;3.095000003;7.098999995;13.191
bta1_3;8;2.646;3.089000002;7.638999998;13.374
bta1_3;9;2.578000004;3.951000006;7.827000004;14.35600001
bta1_3;10;2.734000005;4.657999998;8.763999997;16.156
bta1_3;11;3.510999994;4.623000003;8.538000003;16.672
bta1_3;12;3.648999993;4.644999994;9.261999995;17.55599998
bta6l_2;1;735.546;199.9809995;382.2540005;1317.781
bta6l_2;2;631.5730004;210.5989999;295.2849997;1137.457
bta6l_2;3;702.0030002;239.2089994;346.0715004;1287.2835
bta6l_2;4;668.5460005;218.9099997;385.6789998;1273.135
bta6l_2;5;704.4389996;219.9270002;385.1590003;1309.525
bta6l_2;6;615.9979998;212.1659998;334.4980004;1162.662
bta6l_2;7;663.3180003;247.9540004;381.8040006;1293.076001
bta6l_2;8;298.1889999;130.6439997;251.9519998;680.7849994
bta6l_2;9;681.8969996;227.1239997;347.3729995;1256.393999
bta6l_2;10;581.2310001;222.4599998;336.9375002;1140.6285
bta6l_2;11;733.3340006;208.0699996;312.0129998;1253.417
bta6l_2;12;716.8410005;197.6289998;363.3289997;1277.799
bta6_c1;1;1075.708;264.4549997;437.5599999;1777.723
bta6_c1;2;1113.936;281.9819996;359.2310005;1755.149
bta6_c1;3;1417.330999;385.521;452.5955006;2255.4475
bta6_c1;4;855.2140006;203.7889996;301.1119998;1360.115
bta6_c1;5;1015.734;181.9049998;254.3520007;1451.991001
bta6_c1;6;551.5039996;149.0410002;245.3740003;945.9190001
bta6_c1;7;195.8360001;141.7180001;237.5479998;575.102
bta6_c1;8;214.3030002;142.9170002;259.8240002;617.0440006
bta6_c1;9;695.3690002;184.6040002;235.0019996;1114.975
bta6_c1;10;1114.909001;277.489;346.4089994;1738.807
bta6_c1;11;1280.421999;271.1600008;370.699;1922.281
bta6_c1;12;1054.843;248.0179993;409.5499995;1712.410999
dom4_5;1;68.0729999;57.66000001;81.12300009;206.856
dom4_5;2;53.86099991;62.45999993;75.84999997;192.1709998
dom4_5;3;64.09600001;65.299;80.53849998;209.9335
dom4_5;4;77.59900002;78.93799993;82.89400006;239.431
dom4_5;5;67.60999989;81.67300004;89.35100007;238.634
dom4_5;6;116.7199999;96.24200003;107.8190001;320.781
dom4_5;7;66.44400009;78.15200001;72.4459999;217.042
