type;month;y_i0;y_i1;y_i2;y_i3;y_i4;y_i5;y_i6;y_i7;y_i8;y_i9;y_i10;y_i11;y_i12;y_i13;y_i14;y_i15;y_i16;y_i17;y_i18;y_i19;y_i20;y_i21;y_i22;y_i23;y_i24;y_i25;y_i26;y_i27;y_i28;y_i29;y_i30;y_i31;y_i32;y_i33;y_i34;y_i35;y_i36;y_i37;y_i38;y_i39;y_i40;y_i41;y_i42;y_i43;y_i44;y_i45;y_i46;y_i47;y_i48;y_i49;y_i50;y_i51;y_i52;y_i53;y_i54;y_i55;y_i56;y_i57;y_i58;y_i59;y_i60;y_i61;y_i62;y_i63;y_i64;y_i65;y_i66;y_i67;y_i68;y_i69;y_i70;y_i71
dom;11;0.0029464;0.002492323;0.002266354;0.002177832;0.002185218;0.002368444;0.002854007;0.004326176;0.003931733;0.004102022;0.004095075;0.004156897;0.004332571;0.004285731;0.004177518;0.00406015;0.004218471;0.004899749;0.00541932;0.007187167;0.006977407;0.006395372;0.005443237;0.003665734;0.0029464;0.002492323;0.002266354;0.002177832;0.002185218;0.002368444;0.002854007;0.004361481;0.004856572;0.005066917;0.005058337;0.005134701;0.005351698;0.005293839;0.005160171;0.005015197;0.005210758;0.006052289;0.006694076;0.00724582;0.007034348;0.006447563;0.005487659;0.003665734;0.0029464;0.002492323;0.002266354;0.002177832;0.002185218;0.002368444;0.002854007;0.003768353;0.004010154;0.00418384;0.004176755;0.00423981;0.004418988;0.004371213;0.004260842;0.004141133;0.004302612;0.004997479;0.005527413;0.006260443;0.00607773;0.005570744;0.004741379;0.003665734
dom;12;0.002719914;0.002264933;0.002034195;0.001939126;0.001936575;0.002094517;0.002510824;0.004124417;0.003787535;0.004039297;0.004096242;0.004170118;0.004334958;0.004295974;0.004239842;0.004170295;0.004325355;0.004811858;0.005171307;0.006911492;0.006796446;0.006334018;0.005519647;0.003464861;0.002719914;0.002264933;0.002034195;0.001939126;0.001936575;0.002094517;0.002510824;0.004217295;0.004812717;0.005132624;0.005204982;0.005298855;0.005508312;0.005458777;0.005387451;0.00529908;0.00549611;0.006114296;0.006571038;0.007067132;0.006949496;0.006476655;0.005643944;0.003464861;0.002719914;0.002264933;0.002034195;0.001939126;0.001936575;0.002094517;0.002510824;0.003536189;0.003866931;0.00412397;0.004182108;0.004257533;0.004425828;0.004386028;0.004328719;0.004257714;0.004416024;0.004912726;0.00527971;0.00592577;0.005827132;0.005430656;0.00473243;0.003464861
bta;1;0.002280661;0.002166337;0.002108285;0.002089418;0.002112003;0.002225198;0.002503182;0.00466755;0.004017609;0.00495403;0.005292803;0.005289718;0.004805017;0.004006904;0.003952278;0.004269701;0.004875305;0.005618505;0.005549709;0.006758068;0.005486895;0.004846776;0.004414125;0.002486545;0.002280661;0.002166337;0.002108285;0.002089418;0.002112003;0.002225198;0.002503182;0.00466755;0.005676821;0.006999968;0.00747865;0.007474291;0.006789416;0.005661694;0.005584508;0.006033022;0.006888731;0.007938861;0.007841653;0.006758068;0.005486895;0.004846776;0.004414125;0.002486545;0.002280661;0.002166337;0.002108285;0.002089418;0.002112003;0.002225198;0.002503182;0.002937198;0.003572311;0.004404942;0.004706167;0.004703424;0.004272446;0.003562793;0.003514221;0.003796462;0.004334943;0.004995769;0.004934598;0.004252719;0.003452795;0.00304998;0.002777722;0.002486545
bta;2;0.003044725;0.002888395;0.002813647;0.002791618;0.00282386;0.002979516;0.003333488;0.004939314;0.003896609;0.004749784;0.005039284;0.005037454;0.004589579;0.003852823;0.003802288;0.004075795;0.004531254;0.005051487;0.005373642;0.007397965;0.006044672;0.005338193;0.004859178;0.003328837;0.003044725;0.002888395;0.002813647;0.002791618;0.00282386;0.002979516;0.003333488;0.004939314;0.006119552;0.007459447;0.007914103;0.007911229;0.007207849;0.006050786;0.005971423;0.00640096;0.007116251;0.007933267;0.008439205;0.007397965;0.006044672;0.005338193;0.004859178;0.003328837;0.003044725;0.002888395;0.002813647;0.002791618;0.00282386;0.002979516;0.003333488;0.003780296;0.004683589;0.005709075;0.006057045;0.006054846;0.005516515;0.004630959;0.004570218;0.004898964;0.005446411;0.006071713;0.006458931;0.00566202;0.004626279;0.004085577;0.003718964;0.003328837
bta;3;0.003012254;0.002903959;0.002769491;0.002839899;0.002861385;0.002958624;0.003029788;0.004679941;0.003583121;0.004119058;0.004333483;0.004357489;0.004044833;0.003531597;0.003474731;0.003640486;0.003904683;0.004114364;0.004374416;0.006462073;0.005695038;0.005242686;0.00487441;0.003182818;0.003012254;0.002903959;0.002769491;0.002839899;0.002861385;0.002958624;0.003029788;0.004679941;0.005608905;0.006447843;0.006783498;0.006821077;0.006331654;0.005528251;0.005439236;0.005698702;0.006112268;0.006440497;0.006847574;0.006462073;0.005695038;0.005242686;0.00487441;0.003182818;0.003012254;0.002903959;0.002769491;0.002839899;0.002861385;0.002958624;0.003029788;0.00332099;0.003980204;0.004575533;0.004813721;0.004840388;0.004493083;0.00392297;0.003859803;0.004043926;0.004337401;0.00457032;0.004859191;0.004585631;0.004041326;0.003720326;0.00345899;0.003182818
bta;4;0.002849121;0.00275794;0.002711729;0.002698636;0.002707663;0.002761256;0.002728209;0.005105483;0.004251633;0.004730012;0.004942535;0.004973876;0.004689064;0.004182357;0.004085921;0.004214557;0.004407415;0.00451719;0.004484932;0.006118155;0.006314047;0.006043062;0.005681941;0.002996167;0.002849121;0.00275794;0.002711729;0.002698636;0.002707663;0.002761256;0.002728209;0.005216438;0.006067161;0.006749817;0.007053092;0.007097816;0.006691384;0.005968302;0.005830687;0.006014253;0.006289464;0.006446116;0.006400083;0.006251117;0.006451266;0.006174392;0.005805424;0.002996167;0.002849121;0.00275794;0.002711729;0.002698636;0.002707663;0.002761256;0.002728209;0.002886392;0.003357119;0.003734851;0.003902661;0.003927408;0.003702518;0.003302418;0.003226272;0.003327844;0.003480126;0.003566805;0.003541334;0.003458907;0.003569655;0.003416453;0.003212293;0.002996167
bta;5;0.002880093;0.002766588;0.002709907;0.00268927;0.00269552;0.002686165;0.00262273;0.00440635;0.003816302;0.004432601;0.004716634;0.004792646;0.004519419;0.003980677;0.003912639;0.004080526;0.004360738;0.0045209;0.004485966;0.005752447;0.005401499;0.005278249;0.004922723;0.003075226;0.002880093;0.002766588;0.002709907;0.00268927;0.00269552;0.002686165;0.00262273;0.00440635;0.005292712;0.006147439;0.006541357;0.006646775;0.006267845;0.00552068;0.00542632;0.005659157;0.006047775;0.006269898;0.00622145;0.005752447;0.005401499;0.005278249;0.004922723;0.003075226;0.002880093;0.002766588;0.002709907;0.00268927;0.00269552;0.002686165;0.00262273;0.003247166;0.003900352;0.004530225;0.004820514;0.004898199;0.004618955;0.004068348;0.003998811;0.004170396;0.004456779;0.004620468;0.004584765;0.004239143;0.00398052;0.003889693;0.003627696;0.003075226
bta;6;0.002924199;0.00276336;0.002680486;0.002646957;0.002650959;0.002587378;0.002616521;0.004568927;0.003671458;0.004392156;0.004704688;0.004779386;0.004497707;0.003910398;0.003874682;0.004116663;0.0044685;0.004662872;0.004605292;0.006466188;0.005739915;0.005613057;0.005266716;0.003212076;0.002924199;0.00276336;0.002680486;0.002646957;0.002650959;0.002587378;0.002616521;0.004644308;0.005721245;0.006844311;0.00733133;0.007447733;0.007008791;0.006093585;0.006037929;0.00641501;0.006963277;0.007266168;0.007176442;0.006572871;0.005834616;0.005705665;0.00535361;0.003212076;0.002924199;0.00276336;0.002680486;0.002646957;0.002650959;0.002587378;0.002616521;0.003377909;0.003750235;0.004486396;0.004805634;0.004881935;0.004594212;0.003994301;0.003957819;0.004204993;0.004564378;0.00476292;0.004704106;0.004780596;0.004243647;0.004149857;0.0038938;0.003212076
bta;7;0.003029184;0.002830848;0.002726941;0.002680452;0.002677538;0.002679122;0.002692192;0.00392637;0.003305457;0.004104056;0.004472865;0.004575512;0.004326364;0.003737076;0.003705458;0.00395768;0.004324185;0.004526462;0.004419431;0.005903901;0.005126207;0.004934953;0.004604537;0.003360193;0.003029184;0.002830848;0.002726941;0.002680452;0.002677538;0.002679122;0.002692192;0.00392637;0.004924731;0.006114547;0.006664027;0.006816959;0.006445759;0.005567791;0.005520684;0.005896464;0.006442512;0.00674388;0.006584417;0.005903901;0.005126207;0.004934953;0.004604537;0.003360193;0.003029184;0.002830848;0.002726941;0.002680452;0.002677538;0.002679122;0.002692192;0.003161668;0.003965587;0.004923674;0.005366137;0.005489284;0.005190379;0.004483404;0.004445473;0.004748065;0.005187765;0.005430438;0.005302032;0.004754054;0.004127824;0.003973818;0.003707755;0.003360193
bta;8;0.002738364;0.002555285;0.002450427;0.002399575;0.002390863;0.002442135;0.002433246;0.004372543;0.003527448;0.004287218;0.004667165;0.004784796;0.004573092;0.003999022;0.003915537;0.004087298;0.004396072;0.004620448;0.00460042;0.006481835;0.006044034;0.005671218;0.005284834;0.002987808;0.002738364;0.002555285;0.002450427;0.002399575;0.002390863;0.002442135;0.002433246;0.004452253;0.005406247;0.006570688;0.007153004;0.007333287;0.007008824;0.006128992;0.006001042;0.006264286;0.006737521;0.007081404;0.007050708;0.006599996;0.006154214;0.005774602;0.005381174;0.002987808;0.002738364;0.002555285;0.002450427;0.002399575;0.002390863;0.002442135;0.002433246;0.002698638;0.003276881;0.003982682;0.00433564;0.004444915;0.004248249;0.003714958;0.003637403;0.003796963;0.004083804;0.004292242;0.004273636;0.004000447;0.003730245;0.003500151;0.003261684;0.002987808
bta;9;0.00306297;0.002890025;0.002799135;0.002761732;0.002767381;0.002858577;0.003018235;0.004384304;0.003400485;0.00413785;0.004473805;0.004570147;0.004307591;0.00371199;0.003678668;0.003926465;0.004294159;0.004498355;0.004455032;0.006799896;0.005981913;0.005331421;0.004915533;0.003337602;0.00306297;0.002890025;0.002799135;0.002761732;0.002767381;0.002858577;0.003018235;0.004384304;0.005372533;0.006537519;0.007068306;0.007220519;0.006805698;0.00586469;0.005812044;0.006203545;0.006784476;0.007107092;0.007038646;0.006799896;0.005981913;0.005331421;0.004915533;0.003337602;0.00306297;0.002890025;0.002799135;0.002761732;0.002767381;0.002858577;0.003018235;0.003260015;0.003994828;0.00486107;0.005255745;0.005368925;0.005060479;0.004360778;0.004321633;0.004612739;0.005044699;0.005284585;0.005233691;0.005056165;0.004447941;0.003964258;0.003655018;0.003337602
bta;10;0.002702574;0.002574758;0.002515823;0.002498474;0.002520915;0.002634609;0.002883316;0.004419941;0.003766683;0.004476576;0.004740897;0.004781829;0.004427823;0.003803935;0.003757394;0.003982301;0.004335593;0.004669158;0.004876857;0.006492313;0.005418387;0.004818848;0.00441707;0.00301781;0.002702574;0.002574758;0.002515823;0.002498474;0.002520915;0.002634609;0.002883316;0.004419941;0.005303985;0.006303608;0.006675808;0.006733446;0.006234958;0.005356441;0.005290906;0.005607605;0.006105086;0.00657479;0.006867257;0.006492313;0.005418387;0.004818848;0.00441707;0.00301781;0.002702574;0.002574758;0.002515823;0.002498474;0.002520915;0.002634609;0.002883316;0.003227881;0.003873497;0.004603522;0.004875339;0.004917431;0.004553386;0.003911806;0.003863946;0.004095231;0.004458541;0.004801565;0.005015154;0.004741333;0.003957045;0.003519202;0.003225784;0.00301781
bta;11;0.002686206;0.002610668;0.002579844;0.002577659;0.002611974;0.002741061;0.003010759;0.004969079;0.003772861;0.004455909;0.004684874;0.004696306;0.004312725;0.003687203;0.003653935;0.00393961;0.004509251;0.00517161;0.00493744;0.006826977;0.005599472;0.005002494;0.00457633;0.002854568;0.002686206;0.002610668;0.002579844;0.002577659;0.002611974;0.002741061;0.003010759;0.005050926;0.006203728;0.007326866;0.007703354;0.007722152;0.007091428;0.006062881;0.006008178;0.006477915;0.007414577;0.008503696;0.00811865;0.006939426;0.005691702;0.005084891;0.004651707;0.002854568;0.002686206;0.002610668;0.002579844;0.002577659;0.002611974;0.002741061;0.003010759;0.0036759;0.004025501;0.004754288;0.004998585;0.005010782;0.004601515;0.003934107;0.003898612;0.004203416;0.004811202;0.005517914;0.005268063;0.005050289;0.004142236;0.003700619;0.003385362;0.002854568
bta;12;0.002416695;0.002342748;0.002312016;0.002309286;0.002340905;0.002461244;0.00273945;0.004982092;0.003695042;0.004456238;0.004754268;0.004774336;0.004370826;0.003701508;0.003662222;0.003973624;0.004575858;0.005048801;0.004764102;0.006616123;0.005382691;0.004780521;0.004369127;0.002577115;0.002416695;0.002342748;0.002312016;0.002309286;0.002340905;0.002461244;0.00273945;0.005164473;0.006241732;0.007527557;0.008030995;0.008064894;0.007383278;0.006252653;0.006186292;0.006712318;0.007729621;0.008528526;0.008047606;0.006858321;0.005579737;0.004955523;0.004529069;0.002577115;0.002416695;0.002342748;0.002312016;0.002309286;0.002340905;0.002461244;0.00273945;0.003827012;0.004198807;0.00506378;0.005402443;0.005425246;0.004966724;0.004206154;0.004161513;0.00451537;0.005199709;0.005737131;0.005413617;0.005082198;0.004134733;0.003672174;0.003356161;0.002577115
